"address/city","address/community","address/neighborhood","address/state","address/streetAddress","address/subdivision","address/zipcode","bathrooms","bedrooms","currency","description","homeStatus","latitude","livingArea","longitude","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","photos/50","photos/51","photos/52","photos/53","photos/54","photos/55","photos/56","photos/57","photos/58","photos/59","photos/60","photos/61","photos/62","photos/63","photos/64","photos/65","photos/66","photos/67","photos/68","photos/69","photos/70","photos/71","photos/72","photos/73","photos/74","photos/75","photos/76","photos/77","photos/78","photos/79","photos/80","photos/81","photos/82","photos/83","photos/84","photos/85","photos/86","photos/87","photos/88","photos/89","photos/90","photos/91","photos/92","photos/93","photos/94","photos/95","photos/96","photos/97","photos/98","photos/99","price","url","yearBuilt"
"Brooklyn",,,"NY","1075 Barbey St",,"11207","5","4","USD","East New York: This 2 Family Home Features 4 Bedrooms, 2.5 Bathrooms, Living Room, Dining Room, Eat-In-Kitchen, Private Driveway And So Much More!","FOR_SALE","40.656666",,"-73.87919","https://photos.zillowstatic.com/fp/d9080a4dd33c4d67c3d511b4389eb5c5-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"785000","https://www.zillow.com/homedetails/1075-Barbey-St-Brooklyn-NY-11207/30648919_zpid/","1960"
"Bronx",,,"NY","1941 Yates Ave",,"10461","3","3","USD","We HAVE your Dream Home!!! Single family in the sought after Indian Village. Three bedroom two and a half bath. Full Finished walkout basement for extra income or guest entertainment area. Huge backyard with deck to relax and enjoy the weekend or after busy workday hangout. One car attached garage and 1 car driveway. Very quiet neighborhood. When you come home you will be welcomed by beautiful bamboo floors on your living room that flows through the formal dining room. When its time to retire for the day you will access the stairs from the dining room going to the 3 bedrooms on the 2nd floor with original wood floors and bathroom. Walking distance to Three major hospitals in the area. The house is priced to sell and wont last.","FOR_SALE","40.85358","2200","-73.85308","https://photos.zillowstatic.com/fp/af7e1eb68bd51b5ea1baed569f3b349f-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"749000","https://www.zillow.com/homedetails/1941-Yates-Ave-Bronx-NY-10461/29817907_zpid/","1935"
"Pelham",,,"NY","1039 Peace St",,"10803","4","6","USD","Welcome home to this magnificent & rare 1/2 acre property in Pelham Manor. *Property is 2 lots that are contiguous with a total lot size shy of 21Ksqft.* Grand brick Classic Colonial sits on a stunning property that has endless possibilities for expansion & a pool. This is your own private oasis.     1st floor includes a kitchen, formal living room, dinning room, family room & sunroom, gracious entry foyer & mudroom right off the 2-car garage.  2nd floor includes 3 bedrooms & 2 full baths, including a large primary suite w/ a balcony & w/ en-suite. 3rd floor includes 3 more bedrooms & full bath. Spectacular sunset views are a regular feature from all levels.    6 bedrooms, 4 baths, & 3,300 sqft, with a nearly 1K sqft finished walkout basement, this home as room for all.  Short walk to Prospect Elementary, part of the award winning Pelham School district.    Don't miss out on an opportunity to make this stunning property something special for you! *Pool photos are virtually staged.","FOR_SALE","40.88836","3322","-73.81201","https://photos.zillowstatic.com/fp/b6824e894a8dbd36f24db6e4be77e94d-p_d.jpg","https://photos.zillowstatic.com/fp/4dbbbd4c2210e73d3598e8bafcf90cb2-p_d.jpg","https://photos.zillowstatic.com/fp/c503eae606093194136672dc0a5fb52f-p_d.jpg","https://photos.zillowstatic.com/fp/6095ab75ca2f2121219db0c2ee1ed029-p_d.jpg","https://photos.zillowstatic.com/fp/bc00e6fe28167cafd51394b942099902-p_d.jpg","https://photos.zillowstatic.com/fp/76525923023e5168eb5b192abf1685ca-p_d.jpg","https://photos.zillowstatic.com/fp/e99c5929cfa0b64cf086a7c95a5ef0dd-p_d.jpg","https://photos.zillowstatic.com/fp/6d1757314d9973da14389169dbbeb43d-p_d.jpg","https://photos.zillowstatic.com/fp/1c864b07f79add4df84d281f9d48be01-p_d.jpg","https://photos.zillowstatic.com/fp/1dc70b2d731e462b94bc8c9af318c580-p_d.jpg","https://photos.zillowstatic.com/fp/633ec966f125501b0a2c1d1a2b15c5ad-p_d.jpg","https://photos.zillowstatic.com/fp/b1bcb9e8712fc10b17a3e5dba6f03b9f-p_d.jpg","https://photos.zillowstatic.com/fp/f56279e743d248d8dd89b75a4a009a25-p_d.jpg","https://photos.zillowstatic.com/fp/8cfb4917ff875aaf6ad846048db84e08-p_d.jpg","https://photos.zillowstatic.com/fp/41d345e0637b2bd893eae20a36cb69ed-p_d.jpg","https://photos.zillowstatic.com/fp/84f1f0d9804032c6a7cd6fd17e8da06a-p_d.jpg","https://photos.zillowstatic.com/fp/0af8a75473d4a2a51e02f8f51d9d3efd-p_d.jpg","https://photos.zillowstatic.com/fp/d65f8798112ccf3b495434e233dcb129-p_d.jpg","https://photos.zillowstatic.com/fp/3d393db661d5c6f5d86f638d788caf7f-p_d.jpg","https://photos.zillowstatic.com/fp/3dcb3bde92f75fbb849cf5647d49f603-p_d.jpg","https://photos.zillowstatic.com/fp/86c7a48045f699a58e54fa4842d76869-p_d.jpg","https://photos.zillowstatic.com/fp/d47305a308cfcc178a8aebedda917e9e-p_d.jpg","https://photos.zillowstatic.com/fp/6e6c8ed5e2b6f7f4cae99f9155260349-p_d.jpg","https://photos.zillowstatic.com/fp/13775639febf3c0f78706e672c2e8c07-p_d.jpg","https://photos.zillowstatic.com/fp/025e8b33bedd57d8eec9a15742f31ef1-p_d.jpg","https://photos.zillowstatic.com/fp/6de08709f74042a9e3a55828abbcd526-p_d.jpg","https://photos.zillowstatic.com/fp/0b7530024b521be4b14d3e7668ea1017-p_d.jpg","https://photos.zillowstatic.com/fp/ffd83874ef4c27ecdd73ffc0e76465ad-p_d.jpg","https://photos.zillowstatic.com/fp/d5e7b4b9565d2902454f603303266fe2-p_d.jpg","https://photos.zillowstatic.com/fp/6c4573045c9b3040ce7e4c34d33c98eb-p_d.jpg","https://photos.zillowstatic.com/fp/5349a736cdd298a6c391b9db27bc7dd0-p_d.jpg","https://photos.zillowstatic.com/fp/3b67fb50fb7191c441d06a75d623c15b-p_d.jpg","https://photos.zillowstatic.com/fp/6c1130ced3567616054b6185bb1b3ceb-p_d.jpg","https://photos.zillowstatic.com/fp/69813a0e74bd1538e45d65672732bc3d-p_d.jpg","https://photos.zillowstatic.com/fp/56ab0c1e680ccca3c715052b6a32550b-p_d.jpg","https://photos.zillowstatic.com/fp/7151faa964fa5a545f50cd440449cab7-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1625000","https://www.zillow.com/homedetails/1039-Peace-St-Pelham-NY-10803/33082381_zpid/","1927"
"Washingtonville",,,"NY","27 Burnett Way",,"10992","3","2","USD","Sought after Brookshire Condominium! 2 bedroom, 2.5 bathroom townhome with open floorplan on main level. Backyard is great for walks or relax on the deck. Second floor laundry! Both bedrooms have a private full bathroom. New roof installed 2021. Currently tenant occupied with lease ending 6/31/22. Great to occupy or for rental income! LOW HOA fees. One assigned spot and plenty of visitor parking. Walking distance to many conveniences and Village parks. Washingtonville Schools!","FOR_SALE","41.42908","1150","-74.15654","https://photos.zillowstatic.com/fp/e84e44176ae2aad000a65e4000b0f60f-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"269900","https://www.zillow.com/homedetails/27-Burnett-Way-Washingtonville-NY-10992/2084065900_zpid/","1987"
"Bardonia",,,"NY","5 Broadlyn Ct",,"10954","3","4","USD","First time introduced to the market!!  Throughout the years, the original owners have filled this Bardonia home with an abundance of love and care!  The hardwood floors, new interior panel doors, new windows, and updates throughout fill the upper level.  Enjoy the spaciousness of the large eat-in kitchen, formal dining room and sun-drenched living room.  Sliders lead to a screened-in covered deck and overlooks a great backyard.  The 3 upper bedrooms include a primary bedroom with its own private full bathroom.  The main bathroom has been redone with all neutral d cor.  The lower level has a fantastic brick fireplace in the family room; a 4th bedroom offering a large closet; a powder room; and access to the one-car garage.  The mud room/laundry room leads to the driveway.  Located in a wonderful neighborhood, this home is nestled in a culdesac.  All this and award winning Clarkstown Schools.   Be sure to schedule your appointment to see all this home has to offer!","FOR_SALE","41.118908","1790","-74.00124","https://photos.zillowstatic.com/fp/af71ac7d4caf5977ec882328c8fa1521-p_d.jpg","https://photos.zillowstatic.com/fp/13143e4a620c70f868716d6be2f2ec90-p_d.jpg","https://photos.zillowstatic.com/fp/5c9bb2f4f06e07b1e1fe443ecdb4aa0c-p_d.jpg","https://photos.zillowstatic.com/fp/f0c97b906a2158ac2ed4cf0fe5f3ab7b-p_d.jpg","https://photos.zillowstatic.com/fp/0d53eb1943bcee9f2d9f3ac1c715cd1c-p_d.jpg","https://photos.zillowstatic.com/fp/643db800cc1f46450633fcea66005ab9-p_d.jpg","https://photos.zillowstatic.com/fp/ea4c19a951c9e50fdc9e34c210e8fceb-p_d.jpg","https://photos.zillowstatic.com/fp/1e999c2b20e3bac6f05ed352024a944e-p_d.jpg","https://photos.zillowstatic.com/fp/91d067bbd498ef42c1766dd3ca8e5eab-p_d.jpg","https://photos.zillowstatic.com/fp/a1a355bcdf5d546ac0c9a41fd8161d4d-p_d.jpg","https://photos.zillowstatic.com/fp/629cea5281722f48997e98000f999921-p_d.jpg","https://photos.zillowstatic.com/fp/7f30574149dd37d9e6484329bf6390f5-p_d.jpg","https://photos.zillowstatic.com/fp/0def417ea755ae30747df2f6863b89e1-p_d.jpg","https://photos.zillowstatic.com/fp/fa8c48fe117277de83599e1034c300e6-p_d.jpg","https://photos.zillowstatic.com/fp/4ddf632da4f9610ebd130d66f5af5bb0-p_d.jpg","https://photos.zillowstatic.com/fp/b97deeca6dec7cf8e17c497d9fe86be5-p_d.jpg","https://photos.zillowstatic.com/fp/41404160656be3f6e8ff8d49cce06e98-p_d.jpg","https://photos.zillowstatic.com/fp/5bfecbcb3972d2fa728d9285ef1f0d5a-p_d.jpg","https://photos.zillowstatic.com/fp/2a8e3b2af9a1ef20bd30c2eade4f5b2c-p_d.jpg","https://photos.zillowstatic.com/fp/1fca5c7c7b1cfdfbc9bdf6371a925d2f-p_d.jpg","https://photos.zillowstatic.com/fp/7345be99a9dc910805b7583a292fc105-p_d.jpg","https://photos.zillowstatic.com/fp/c0ab12266574cfe6e542649eae937637-p_d.jpg","https://photos.zillowstatic.com/fp/bd629135d4fad1eb2ac9f17f5cc50120-p_d.jpg","https://photos.zillowstatic.com/fp/cb678ae427b0d79936262d706bb5c2dd-p_d.jpg","https://photos.zillowstatic.com/fp/6b9fb46b2cfb3ccaac4311c7669ca544-p_d.jpg","https://photos.zillowstatic.com/fp/e7cfbdd4945da65cc29c5dd34836e0dc-p_d.jpg","https://photos.zillowstatic.com/fp/17d15f9afc29ee375d437be0a212d419-p_d.jpg","https://photos.zillowstatic.com/fp/3089b411ee17ae23b688d86085008d93-p_d.jpg","https://photos.zillowstatic.com/fp/2c4c1b6fa8871c574223eefa211da924-p_d.jpg","https://photos.zillowstatic.com/fp/a98b4b3a147c53602378a29363d924a3-p_d.jpg","https://photos.zillowstatic.com/fp/00fa3c62933a5a84fec1fb612a54391a-p_d.jpg","https://photos.zillowstatic.com/fp/9f0ae69052212bb003746134d5361283-p_d.jpg","https://photos.zillowstatic.com/fp/e9f1ac1de0533d7c6ce7fd3e061eec1d-p_d.jpg","https://photos.zillowstatic.com/fp/1c7dbc6ee4e403ee3b506dcdb16d9304-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"545000","https://www.zillow.com/homedetails/5-Broadlyn-Ct-Bardonia-NY-10954/53408659_zpid/","1972"
"Dix Hills",,,"NY","10 Tree Hollow Ln",,"11746","3","4","USD","Beautifully renovated majestic house with brand new appliences all thru. Spacious, sundrenched living and diningroom with open lay out to the kitchen. Exquisite natural stone countertops and costum cabinets also in the livingroom and bedroom closets. An oversized (650sqft.) sunroom is a bonus. More Photos coming soon.","FOR_SALE","40.80028",,"-73.32907","https://photos.zillowstatic.com/fp/408c3706d3c6d88414816f9aaf17ad1d-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1499000","https://www.zillow.com/homedetails/10-Tree-Hollow-Ln-Dix-Hills-NY-11746/59595311_zpid/","1970"
"Plainview",,,"NY","5 Peter Ln",,"11803","2","3","USD","MOVE RIGHT INTO THIS  RANCH IN PERFECT LOCATION-TOTALLY UPDATED (2021-2022) NEW:ROOF,SIDING,WINDOWS,GUTTERS,CAC,DECK AND CARPETS-FINISHED BASEMENT-2019 GAS HEATING-OPEN FLOOR PLAN-FULLY FENCED YARD WITH SHEDS-SHOWS LIGHT AND BRIGHT","FOR_SALE","40.77054",,"-73.47221","https://photos.zillowstatic.com/fp/f6754c9fff864aa3e6827b7968fd226b-p_d.jpg","https://photos.zillowstatic.com/fp/f6754c9fff864aa3e6827b7968fd226b-p_d.jpg","https://photos.zillowstatic.com/fp/f6754c9fff864aa3e6827b7968fd226b-p_d.jpg","https://photos.zillowstatic.com/fp/f6754c9fff864aa3e6827b7968fd226b-p_d.jpg","https://photos.zillowstatic.com/fp/f6754c9fff864aa3e6827b7968fd226b-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"629000","https://www.zillow.com/homedetails/5-Peter-Ln-Plainview-NY-11803/31301978_zpid/","1954"
"South Richmond Hill",,,"NY","107-50 122nd St",,"11419","3","3","USD","This beautifully maintained home is a two family being used as a one family home. Features an updated kitchen with granite countertops and stainless appliances. Formal living room, dining room, and bonus sitting area all with hardwood floors. Three large bedrooms on the second floor with a fully updated bathroom. Finished basement with outside entrance and a full bath included as well. Rear patio also has a full awning for outdoor enjoyment! A truly wonderful home - not to be missed!","FOR_SALE","40.68369",,"-73.82018","https://photos.zillowstatic.com/fp/1653dd00cc29ed7f3e22f9576dab512e-p_d.jpg","https://photos.zillowstatic.com/fp/03880b81b011817ab8a0ff40a98919e7-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"725000","https://www.zillow.com/homedetails/107-50-122nd-St-South-Richmond-Hill-NY-11419/2065525794_zpid/","1920"
"Flushing",,,"NY","42-41 165th St",,"11358","3","5","USD",,"FOR_SALE","40.758625",,"-73.8011","https://photos.zillowstatic.com/fp/80916cc89b9bd65c9e01ccff5bb43f27-p_d.jpg","https://photos.zillowstatic.com/fp/5dfa7c1df97035f8286a0e5febf53e92-p_d.jpg","https://photos.zillowstatic.com/fp/666ada166bd6080b3568063214e22e9b-p_d.jpg","https://photos.zillowstatic.com/fp/567cc12fea04d554b20d1da250e78c6b-p_d.jpg","https://photos.zillowstatic.com/fp/7dcac119c3c57b2a731b0d9243ab46c2-p_d.jpg","https://photos.zillowstatic.com/fp/05c74859bc9e73cd19612962050e76f6-p_d.jpg","https://photos.zillowstatic.com/fp/1138acb3c133f5f0d7724f3829937649-p_d.jpg","https://photos.zillowstatic.com/fp/a52ffd9546680373d8de701b70553035-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1580000","https://www.zillow.com/homedetails/42-41-165th-St-Flushing-NY-11358/2065540057_zpid/","2011"
"Far Rockaway",,,"NY","1719 New Haven Ave",,"11691","2","6","USD","Rare opportunity! Great investment, income producing legal 2 family renovated home in the heart of far rockaway. House features 2-3 Bedroom Apt's, Beautiful kitchens with granite countertops, walkout full beautifully finished basement with 10ft ceilings. Private driveway, extra large backyard. Wont last!!","FOR_SALE","40.599777",,"-73.75067","https://photos.zillowstatic.com/fp/f557020f415c6f6e7e9ce7369d79e205-p_d.jpg","https://photos.zillowstatic.com/fp/415212f66f6cea7f134b148ed9d040af-p_d.jpg","https://photos.zillowstatic.com/fp/b75513f644b65d122c89996642b54d5b-p_d.jpg","https://photos.zillowstatic.com/fp/7485be296e8277d0036baab6e214283f-p_d.jpg","https://photos.zillowstatic.com/fp/a404990c43115751571754f41286be2f-p_d.jpg","https://photos.zillowstatic.com/fp/e8e05a86781c8873a30306aaa4f1d729-p_d.jpg","https://photos.zillowstatic.com/fp/27777e9e6c56534616620c6fb9fcd183-p_d.jpg","https://photos.zillowstatic.com/fp/6507f81d415e76f9611172b38122d591-p_d.jpg","https://photos.zillowstatic.com/fp/1772cd8912310543358a1bd45288c023-p_d.jpg","https://photos.zillowstatic.com/fp/70b88f3e83b864b9d94a8dd54ece5e11-p_d.jpg","https://photos.zillowstatic.com/fp/e93779382155205691c56f48fc854dca-p_d.jpg","https://photos.zillowstatic.com/fp/0a04c2479446e7d18f8e8f11f645a516-p_d.jpg","https://photos.zillowstatic.com/fp/817475619b154452ae26f5b8c3d626e2-p_d.jpg","https://photos.zillowstatic.com/fp/d7bd078d50a693f66f03ee1f26448c9a-p_d.jpg","https://photos.zillowstatic.com/fp/f383e36f1ccf2c3b4bd4491f3203c6f5-p_d.jpg","https://photos.zillowstatic.com/fp/ab51c4c8f9a575c59b8e4bb388664c4b-p_d.jpg","https://photos.zillowstatic.com/fp/d28502fa38daf3b677831645fba7fb51-p_d.jpg","https://photos.zillowstatic.com/fp/0df2332d9c1a3e5359ec8341eba6cfac-p_d.jpg","https://photos.zillowstatic.com/fp/af8855c2f8864168186785e5d4c08d9f-p_d.jpg","https://photos.zillowstatic.com/fp/e7fc23749acd3ed30191e1c739a7b340-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1099000","https://www.zillow.com/homedetails/1719-New-Haven-Ave-Far-Rockaway-NY-11691/32221099_zpid/","1996"
"Lindenhurst",,,"NY","867 S 5th St",,"11757","3","4","USD","Stunning 4 Bedroom 3 Full Bath Cape in Diamond+++ move in condition. Walk in to a spacious grand family room with a fireplace. Hickory hardwood floors throughout first floor. Grand Primary bedroom w/ en-suite. Washer/dryer room.  2013 Updated kitchen w/ granite counter tops. 2nd floor brand new carpet with 1 bedroom oversized closets and a loft open bedroom.Needs door for privacy.Kitchens offers French doors out to CO'D trex wood deck overlooking canal. Plenty room to entertain outdoors on immaculate grounds. Above ground pool(brand new liner).Inground sprinklers, Solar panels bringing  electric bill to >$200. Utility shed included. Prestige triangle on-demand heating system w/radiator & baseboard. Detached garage offers cabinets, newly painted floor. 100.ft bulkhead w/ deep canal to accommodate most boats. Must see!!!!!","FOR_SALE","40.66923","2200","-73.36962","https://photos.zillowstatic.com/fp/1e784010368082f17b370ced7526fe76-p_d.jpg","https://photos.zillowstatic.com/fp/a44d5a54c872f46561294ddc50f6ce59-p_d.jpg","https://photos.zillowstatic.com/fp/d5fcbb050695ea82dc1c2a22cb8da14a-p_d.jpg","https://photos.zillowstatic.com/fp/be4ad95d5ea2fdd485a68441df06376a-p_d.jpg","https://photos.zillowstatic.com/fp/1837588116a505ec7c8494d7aa90df79-p_d.jpg","https://photos.zillowstatic.com/fp/47c44420c714f39e63fbb5800ab2c25e-p_d.jpg","https://photos.zillowstatic.com/fp/f9668b866cd00e5d965d38e36c4a26ba-p_d.jpg","https://photos.zillowstatic.com/fp/9087ad90921affb2e36ab9517df9a816-p_d.jpg","https://photos.zillowstatic.com/fp/2a67530b35f69c20944dd1ffa4c1947a-p_d.jpg","https://photos.zillowstatic.com/fp/ba2b76385786071a64d48980fcea6df2-p_d.jpg","https://photos.zillowstatic.com/fp/328ac6fd1fdb9ef6514dfd25b0e79364-p_d.jpg","https://photos.zillowstatic.com/fp/218cd6c4072953a2d691e741d194c432-p_d.jpg","https://photos.zillowstatic.com/fp/6201c847a10b3581585ad3d2f331461c-p_d.jpg","https://photos.zillowstatic.com/fp/9475a3c27fad546573c8e1138edd7261-p_d.jpg","https://photos.zillowstatic.com/fp/0c5ce9d8861772fa4304f2ef27568510-p_d.jpg","https://photos.zillowstatic.com/fp/9e200dc2daed3f7ca0f50ba4a1925baa-p_d.jpg","https://photos.zillowstatic.com/fp/b1f0a0baa6579806238eedd23a8b8b21-p_d.jpg","https://photos.zillowstatic.com/fp/af3fd08d26504740ee1cf9d969dc32fc-p_d.jpg","https://photos.zillowstatic.com/fp/4ae4970540d9b4b78d55a79d7e4d03ee-p_d.jpg","https://photos.zillowstatic.com/fp/02b8f5436a75d920d9236573a8e906c2-p_d.jpg","https://photos.zillowstatic.com/fp/5e8d53b797ec80832e912faa2692e5ad-p_d.jpg","https://photos.zillowstatic.com/fp/1fdd5ca031d1eda8a19384b80a54ff4c-p_d.jpg","https://photos.zillowstatic.com/fp/a17ed558c00741639c0ec104be96b4a1-p_d.jpg","https://photos.zillowstatic.com/fp/dbb264fd46008d04a2bdfc5c75f9feec-p_d.jpg","https://photos.zillowstatic.com/fp/525c324cf9842dae2ea2d2197d8f2254-p_d.jpg","https://photos.zillowstatic.com/fp/722963c3da391e10b377501e2eec75ab-p_d.jpg","https://photos.zillowstatic.com/fp/377f75c353bcf6c3f70008e24e71cf1b-p_d.jpg","https://photos.zillowstatic.com/fp/893c51bdd43f4416d57730eb84999acd-p_d.jpg","https://photos.zillowstatic.com/fp/17ed71a05bb424b4c33f403239ba7c98-p_d.jpg","https://photos.zillowstatic.com/fp/0174bdfd725ec9ac8f32f341f4e86da1-p_d.jpg","https://photos.zillowstatic.com/fp/8ae122f733d985d93a3a902e108b7b69-p_d.jpg","https://photos.zillowstatic.com/fp/8e342331181126ce21ed4d33dd8d29e8-p_d.jpg","https://photos.zillowstatic.com/fp/e7809fca635c86c543f77976b9477873-p_d.jpg","https://photos.zillowstatic.com/fp/be67de8dfff3c4ec39018dc17823788c-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"719000","https://www.zillow.com/homedetails/867-S-5th-St-Lindenhurst-NY-11757/32608071_zpid/","1935"
"Massapequa",,,"NY","365 N Kentucky Ave",,"11758","2","4","USD","Beautiful fully updated Cape located mid block in an excellent neighborhood. Must see to appreciate.","FOR_SALE","40.716076",,"-73.4752","https://photos.zillowstatic.com/fp/d6539c59f915f9d4cb48cca22cb7516c-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"799000","https://www.zillow.com/homedetails/365-N-Kentucky-Ave-Massapequa-NY-11758/31347513_zpid/","1954"
"Freeport",,,"NY","1 Anchorage Way APT 1208",,"11520","2","2","USD","Feel like you are on vacation in this Waterfront Unit w/ spectacular views overlooking the Hudson Canal.  This gated 2 bed, 1.5 bath property with attached 1-car garage & driveway is close to everything including the Nautical Mile w/ restaurants and shopping.  It has great amenities: 24 hr. security,  a clubhouse, in-ground pool, gym, tennis & basketball courts, boats slips available, a deck for kayaking and rowing with racks for you to store your non-motorized boat.  HOA includes: Exterior Maintenance, Common Area costs, Snow Removal, Trash Collection, Water/Sewer.","FOR_SALE","40.628124",,"-73.57535","https://photos.zillowstatic.com/fp/f93d644111312e51210cacf15124cb37-p_d.jpg","https://photos.zillowstatic.com/fp/83d5c610b2a658012e020d0d09a66eac-p_d.jpg","https://photos.zillowstatic.com/fp/4a2c64aa747f06c42e20b3f0a9f77269-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"429999","https://www.zillow.com/homedetails/1-Anchorage-Way-APT-1208-Freeport-NY-11520/2065531075_zpid/","1985"
